OrderDate,OrderID,SKU,Store,Channel,Units,Sales,DiscountAmt,GrossMarginAmt,ReturnFlag,UnitPrice,DiscountRate
2024-03-06,ORD-00019599,SKU-00230,Store-006,Store,4,411.45,21.66,107.36,0,108.28,0.05
2024-05-27,ORD-00019600,SKU-00022,Store-006,Online,8,5267.79,1528.58,703.36,0,849.55,0.2249
2024-04-29,ORD-00019601,SKU-00181,Store-028,Store,8,1318.25,69.38,352.74,0,173.45,0.05
2024-01-18,ORD-00019602,SKU-00076,Store-014,Store,8,2588.24,136.22,553.86,0,340.56,0.05
2024-07-16,ORD-00019603,SKU-00080,Store-024,Store,5,94.7,16.69,45.07,0,22.28,0.1498
2024-08-10,ORD-00019604,SKU-00091,Store-028,Store,5,3875.95,204.0,767.22,0,815.99,0.05
2024-03-05,ORD-00019605,SKU-00096,Store-017,Online,6,540.53,326.3,104.81,0,144.47,0.3764
2024-09-08,ORD-00019606,SKU-00178,Store-003,Store,3,232.76,12.25,81.98,0,81.67,0.05
2024-01-21,ORD-00019607,SKU-00202,Store-019,Online,2,392.06,34.09,87.02,0,213.08,0.08
2024-09-24,ORD-00019608,SKU-00091,Store-004,Store,6,4539.29,238.91,883.58,0,796.37,0.05
2024-04-04,ORD-00019609,SKU-00043,Store-021,Store,4,78.38,24.57,29.35,0,25.74,0.2387
2024-03-23,ORD-00019610,SKU-00001,Store-018,Online,2,110.63,9.62,39.85,1,60.12,0.08
2024-03-12,ORD-00019611,SKU-00182,Store-014,Online,8,565.76,49.2,230.66,0,76.87,0.08
2024-11-13,ORD-00019612,SKU-00230,Store-015,Online,3,183.26,82.65,46.01,0,88.64,0.3108
2024-07-02,ORD-00019613,SKU-00009,Store-029,Store,5,417.73,21.99,82.61,0,87.94,0.05
2024-09-09,ORD-00019614,SKU-00148,Store-012,Store,4,257.42,13.55,66.48,0,67.74,0.05
2024-03-15,ORD-00019615,SKU-00055,Store-026,Store,4,1794.88,94.47,320.81,0,472.34,0.05
2024-01-21,ORD-00019616,SKU-00053,Store-025,Store,7,3190.03,167.9,553.85,0,479.7,0.05
2024-01-14,ORD-00019617,SKU-00208,Store-030,Store,7,587.96,301.22,171.91,0,127.03,0.3388
2024-06-10,ORD-00019618,SKU-00064,Store-027,Online,4,1094.74,95.19,286.03,0,297.48,0.08
2024-04-29,ORD-00019619,SKU-00076,Store-019,Online,5,1226.13,378.64,267.32,0,320.95,0.2359
2024-10-07,ORD-00019620,SKU-00032,Store-030,Store,5,338.59,17.82,81.38,1,71.28,0.05
2024-10-15,ORD-00019621,SKU-00227,Store-022,Store,1,18.0,8.2,7.64,0,26.2,0.313
2024-04-23,ORD-00019622,SKU-00227,Store-004,Store,7,168.45,25.33,74.06,0,27.68,0.1307
2024-06-07,ORD-00019623,SKU-00229,Store-003,Store,5,885.82,46.62,285.05,0,186.49,0.05
2024-05-19,ORD-00019624,SKU-00058,Store-021,Store,2,128.83,6.78,40.36,0,67.81,0.05
2024-09-04,ORD-00019625,SKU-00047,Store-016,Store,6,4281.93,225.36,764.17,0,751.22,0.05
2024-08-18,ORD-00019626,SKU-00236,Store-027,Store,6,402.93,21.21,151.86,0,70.69,0.05
2024-08-26,ORD-00019627,SKU-00154,Store-017,Store,5,369.27,19.44,102.78,0,77.74,0.05
2024-01-21,ORD-00019628,SKU-00067,Store-008,Store,6,1187.31,263.98,316.34,0,241.88,0.1819
2024-05-03,ORD-00019629,SKU-00012,Store-026,Store,7,254.65,13.4,72.55,0,38.29,0.05
2024-12-19,ORD-00019630,SKU-00200,Store-015,Online,5,866.45,75.34,159.61,0,188.36,0.08
2024-05-05,ORD-00019631,SKU-00201,Store-029,Online,1,390.07,33.92,80.98,1,423.99,0.08
2024-03-04,ORD-00019632,SKU-00003,Store-001,Store,8,608.68,32.04,192.33,0,80.09,0.05
2024-03-14,ORD-00019633,SKU-00120,Store-001,Store,4,245.36,12.91,82.26,0,64.57,0.05
2024-01-10,ORD-00019634,SKU-00121,Store-005,Store,5,3170.31,166.86,613.33,0,667.43,0.05
2024-10-12,ORD-00019635,SKU-00117,Store-029,Store,3,159.44,8.39,48.18,0,55.94,0.05
2024-01-02,ORD-00019636,SKU-00093,Store-004,Store,2,72.2,3.8,16.14,0,38.0,0.05
2024-08-06,ORD-00019637,SKU-00083,Store-022,Online,8,187.42,16.3,50.6,0,25.46,0.08
2024-05-26,ORD-00019638,SKU-00084,Store-022,Online,6,137.03,11.92,57.34,1,24.82,0.08
2024-02-04,ORD-00019639,SKU-00231,Store-027,Store,4,3389.11,178.37,595.17,0,891.87,0.05
2024-11-19,ORD-00019640,SKU-00249,Store-019,Store,4,167.47,8.81,63.71,0,44.07,0.05
2024-09-28,ORD-00019641,SKU-00028,Store-001,Store,3,281.67,14.82,106.74,0,98.83,0.05
2024-10-27,ORD-00019642,SKU-00181,Store-002,Store,8,1373.06,173.49,396.4,0,193.32,0.1122
2024-12-08,ORD-00019643,SKU-00144,Store-001,Online,3,1226.57,224.66,173.0,0,483.74,0.1548
2024-11-29,ORD-00019644,SKU-00064,Store-018,Online,7,1881.85,163.64,459.06,0,292.21,0.08
2024-09-13,ORD-00019645,SKU-00047,Store-013,Online,1,643.81,55.98,107.42,0,699.79,0.08
2024-07-14,ORD-00019646,SKU-00189,Store-003,Store,2,258.55,13.61,49.73,0,136.08,0.05
2024-09-12,ORD-00019647,SKU-00092,Store-001,Store,2,168.44,8.87,73.14,0,88.66,0.05
2024-06-13,ORD-00019648,SKU-00033,Store-007,Store,3,129.57,6.82,37.91,0,45.46,0.05
2024-03-07,ORD-00019649,SKU-00243,Store-015,Store,4,102.25,5.38,34.35,0,26.91,0.05
2024-05-21,ORD-00019650,SKU-00232,Store-028,Store,2,498.52,26.24,165.6,0,262.38,0.05
2024-06-19,ORD-00019651,SKU-00105,Store-025,Online,3,209.4,81.5,84.27,0,96.97,0.2802
2024-01-17,ORD-00019652,SKU-00107,Store-014,Online,8,753.68,65.54,267.39,0,102.4,0.08
2024-11-06,ORD-00019653,SKU-00106,Store-009,Store,2,146.23,7.7,47.28,0,76.96,0.05
2024-11-28,ORD-00019654,SKU-00048,Store-024,Online,1,173.81,67.48,52.86,0,241.29,0.2797
2024-06-02,ORD-00019655,SKU-00027,Store-029,Store,2,977.71,51.46,163.79,0,514.58,0.05
2024-06-30,ORD-00019656,SKU-00069,Store-010,Store,4,248.83,13.1,97.46,0,65.48,0.05
2024-11-03,ORD-00019657,SKU-00097,Store-015,Store,8,893.82,47.04,197.91,0,117.61,0.05
2024-06-15,ORD-00019658,SKU-00039,Store-004,Store,2,250.3,13.17,66.21,0,131.74,0.05
2024-09-08,ORD-00019659,SKU-00009,Store-004,Online,5,378.07,32.88,75.05,1,82.19,0.08
2024-07-07,ORD-00019660,SKU-00233,Store-027,Store,4,244.06,12.85,69.34,0,64.23,0.05
2024-04-09,ORD-00019661,SKU-00220,Store-007,Online,6,1333.15,115.93,355.5,0,241.51,0.08
2024-10-17,ORD-00019662,SKU-00077,Store-005,Store,7,834.69,43.93,168.98,0,125.52,0.05
2024-03-11,ORD-00019663,SKU-00154,Store-010,Online,1,74.83,6.51,20.42,0,81.34,0.08
2024-03-23,ORD-00019664,SKU-00036,Store-011,Store,1,77.51,4.08,23.77,0,81.59,0.05
2024-09-10,ORD-00019665,SKU-00232,Store-007,Store,7,1382.58,269.74,471.28,0,236.05,0.1632
2024-09-16,ORD-00019666,SKU-00204,Store-022,Store,3,296.24,15.59,99.55,0,103.94,0.05
2024-12-15,ORD-00019667,SKU-00044,Store-018,Store,4,567.31,29.86,105.36,0,149.29,0.05
2024-09-17,ORD-00019668,SKU-00054,Store-018,Online,7,4127.49,358.91,830.83,0,640.91,0.08
2024-01-10,ORD-00019669,SKU-00084,Store-030,Online,8,196.35,17.07,81.49,0,26.68,0.08
2024-11-06,ORD-00019670,SKU-00024,Store-028,Online,3,809.98,70.43,243.66,0,293.47,0.08
2024-05-31,ORD-00019671,SKU-00087,Store-009,Store,8,193.1,10.16,50.43,0,25.41,0.05
2024-01-04,ORD-00019672,SKU-00168,Store-030,Store,3,437.74,23.04,126.78,0,153.59,0.05
2024-07-30,ORD-00019673,SKU-00182,Store-021,Store,5,277.78,94.31,111.18,0,74.42,0.2535
2024-03-03,ORD-00019674,SKU-00002,Store-005,Store,3,158.41,8.34,53.4,0,55.58,0.05
2024-06-01,ORD-00019675,SKU-00088,Store-010,Store,3,336.13,17.69,106.6,0,117.94,0.05
2024-06-21,ORD-00019676,SKU-00209,Store-007,Store,6,861.53,45.34,308.39,0,151.15,0.05
2024-01-28,ORD-00019677,SKU-00218,Store-024,Online,7,393.12,34.18,119.23,0,61.04,0.08
2024-11-07,ORD-00019678,SKU-00141,Store-020,Store,8,1489.15,78.38,431.78,0,195.94,0.05
2024-07-05,ORD-00019679,SKU-00184,Store-024,Store,5,444.99,99.06,156.42,0,108.81,0.1821
2024-12-19,ORD-00019680,SKU-00062,Store-005,Store,4,176.12,9.27,61.98,0,46.35,0.05
2024-06-19,ORD-00019681,SKU-00218,Store-016,Store,4,202.61,10.66,60.33,0,53.32,0.05
2024-08-05,ORD-00019682,SKU-00119,Store-017,Store,8,858.31,45.17,196.66,0,112.93,0.05
2024-10-24,ORD-00019683,SKU-00173,Store-021,Store,1,9.76,0.51,3.38,0,10.27,0.0497
2024-03-18,ORD-00019684,SKU-00066,Store-012,Store,2,204.32,10.75,69.97,0,107.54,0.05
2024-11-28,ORD-00019685,SKU-00044,Store-002,Online,6,932.73,81.11,182.85,0,168.97,0.08
2024-03-08,ORD-00019686,SKU-00134,Store-027,Online,7,545.42,164.57,166.38,1,101.43,0.2318
2024-12-30,ORD-00019687,SKU-00131,Store-013,Online,3,99.83,8.68,32.89,0,36.17,0.08
2024-08-22,ORD-00019688,SKU-00143,Store-028,Store,3,152.35,8.02,33.3,0,53.46,0.05
2024-07-08,ORD-00019689,SKU-00203,Store-013,Online,3,2076.32,515.68,321.91,0,864.0,0.199
2024-03-17,ORD-00019690,SKU-00193,Store-008,Online,2,53.34,4.64,10.66,1,28.99,0.08
2024-07-27,ORD-00019691,SKU-00076,Store-014,Store,4,1266.44,66.65,267.86,0,333.27,0.05
2024-07-21,ORD-00019692,SKU-00117,Store-003,Store,6,319.4,16.81,97.29,0,56.04,0.05
2024-12-26,ORD-00019693,SKU-00022,Store-017,Store,4,2954.69,155.51,374.29,0,777.55,0.05
2024-11-01,ORD-00019694,SKU-00197,Store-030,Online,3,350.13,30.45,49.77,0,126.86,0.08
2024-06-25,ORD-00019695,SKU-00034,Store-008,Store,4,436.93,23.0,122.61,0,114.98,0.05
2024-05-22,ORD-00019696,SKU-00018,Store-005,Online,2,107.8,9.37,34.63,0,58.58,0.08
2024-05-21,ORD-00019697,SKU-00131,Store-005,Store,4,143.77,7.57,47.94,0,37.84,0.05
2024-05-18,ORD-00019698,SKU-00231,Store-006,Store,4,3347.2,176.17,614.62,0,880.84,0.05
2024-01-05,ORD-00019699,SKU-00095,Store-012,Store,4,823.53,113.88,225.42,0,234.35,0.1215
2024-01-14,ORD-00019700,SKU-00047,Store-008,Store,2,1446.82,76.15,264.37,1,761.48,0.05
2024-10-02,ORD-00019701,SKU-00047,Store-022,Online,3,2319.39,201.69,419.95,0,840.36,0.08
2024-04-02,ORD-00019702,SKU-00210,Store-011,Store,5,182.75,9.62,67.51,0,38.47,0.05
2024-05-30,ORD-00019703,SKU-00166,Store-011,Store,7,415.63,21.88,161.45,0,62.5,0.05
2024-09-12,ORD-00019704,SKU-00124,Store-005,Store,8,2866.56,563.64,506.67,0,428.78,0.1643
2024-08-10,ORD-00019705,SKU-00232,Store-018,Online,2,471.39,40.99,159.84,0,256.19,0.08
2024-05-11,ORD-00019706,SKU-00027,Store-010,Online,1,520.7,45.28,89.8,0,565.98,0.08
2024-10-02,ORD-00019707,SKU-00155,Store-022,Online,3,1643.02,142.87,288.6,0,595.3,0.08
2024-02-27,ORD-00019708,SKU-00090,Store-001,Store,3,31.35,16.69,12.8,0,16.01,0.3474
2024-06-21,ORD-00019709,SKU-00059,Store-020,Store,4,375.66,19.77,156.21,0,98.86,0.05
2024-02-08,ORD-00019710,SKU-00230,Store-025,Store,5,345.17,142.56,90.4,0,97.55,0.2923
2024-07-13,ORD-00019711,SKU-00240,Store-022,Store,3,360.79,18.99,97.84,0,126.59,0.05
2024-02-04,ORD-00019712,SKU-00209,Store-008,Online,4,542.51,47.18,179.6,0,147.42,0.08
2024-12-10,ORD-00019713,SKU-00038,Store-021,Store,1,82.52,4.34,32.32,0,86.86,0.05
2024-08-29,ORD-00019714,SKU-00181,Store-025,Store,5,827.62,43.56,249.67,0,174.24,0.05
2024-03-30,ORD-00019715,SKU-00090,Store-016,Online,4,56.47,4.91,23.48,0,15.34,0.08
2024-08-12,ORD-00019716,SKU-00095,Store-020,Online,1,200.35,17.42,59.28,1,217.77,0.08
2024-05-08,ORD-00019717,SKU-00049,Store-025,Store,8,835.02,43.95,271.68,0,109.87,0.05
2024-07-08,ORD-00019718,SKU-00148,Store-015,Store,5,202.58,88.51,52.64,0,58.22,0.3041
2024-03-02,ORD-00019719,SKU-00215,Store-005,Online,2,38.54,14.84,13.34,0,26.69,0.278
2024-07-02,ORD-00019720,SKU-00059,Store-030,Store,6,625.62,32.93,264.11,0,109.76,0.05
2024-02-09,ORD-00019721,SKU-00135,Store-010,Store,7,78.16,4.11,34.88,0,11.75,0.05
2024-02-26,ORD-00019722,SKU-00162,Store-012,Store,5,682.58,35.93,218.79,0,143.7,0.05
2024-08-01,ORD-00019723,SKU-00158,Store-019,Store,4,618.1,32.53,189.79,0,162.66,0.05
2024-07-02,ORD-00019724,SKU-00066,Store-006,Store,1,85.5,34.19,29.53,0,119.69,0.2857
2024-04-17,ORD-00019725,SKU-00008,Store-011,Store,7,515.16,242.43,182.51,0,108.23,0.32
2024-01-22,ORD-00019726,SKU-00208,Store-018,Store,1,109.2,5.75,32.97,0,114.95,0.05
2024-06-04,ORD-00019727,SKU-00150,Store-023,Online,4,212.87,55.92,67.81,0,67.2,0.208
2024-12-04,ORD-00019728,SKU-00177,Store-005,Store,6,691.34,36.39,283.85,0,121.29,0.05
2024-09-16,ORD-00019729,SKU-00133,Store-025,Store,2,88.15,4.64,23.91,0,46.4,0.05
2024-01-22,ORD-00019730,SKU-00097,Store-009,Online,2,261.95,22.78,53.28,0,142.36,0.08
2024-12-09,ORD-00019731,SKU-00063,Store-028,Online,6,1056.23,91.85,141.15,0,191.35,0.08
2024-06-04,ORD-00019732,SKU-00165,Store-028,Store,3,2069.4,108.92,318.37,0,726.11,0.05
2024-07-29,ORD-00019733,SKU-00208,Store-022,Store,2,219.58,11.56,67.8,0,115.57,0.05
2024-01-01,ORD-00019734,SKU-00082,Store-027,Store,4,638.0,33.58,134.12,0,167.9,0.05
2024-04-23,ORD-00019735,SKU-00007,Store-005,Online,8,227.94,122.73,66.76,0,43.83,0.35
2024-10-14,ORD-00019736,SKU-00039,Store-014,Online,4,318.43,176.26,82.22,1,123.67,0.3563
2024-05-01,ORD-00019737,SKU-00145,Store-005,Store,2,123.96,14.95,40.08,0,69.46,0.1076
2024-03-01,ORD-00019738,SKU-00059,Store-015,Online,1,84.05,7.31,33.4,0,91.36,0.08
2024-02-03,ORD-00019739,SKU-00204,Store-018,Store,5,489.42,25.76,174.85,0,103.04,0.05
2024-12-04,ORD-00019740,SKU-00068,Store-018,Store,4,1554.75,211.71,356.04,1,441.62,0.1198
2024-10-24,ORD-00019741,SKU-00124,Store-003,Store,2,814.71,42.88,146.58,0,428.8,0.05
2024-01-17,ORD-00019742,SKU-00057,Store-003,Store,4,153.1,30.16,30.7,0,45.82,0.1646
2024-12-04,ORD-00019743,SKU-00114,Store-030,Online,6,2000.65,402.45,364.22,0,400.52,0.1675
2024-10-27,ORD-00019744,SKU-00170,Store-008,Online,3,103.04,8.96,26.39,0,37.33,0.08
2024-05-11,ORD-00019745,SKU-00199,Store-015,Store,1,71.8,11.27,12.39,0,83.07,0.1357
2024-08-28,ORD-00019746,SKU-00185,Store-018,Store,5,818.12,43.06,102.61,0,172.24,0.05
2024-04-04,ORD-00019747,SKU-00127,Store-005,Online,3,188.83,47.02,59.84,0,78.62,0.1994
2024-04-01,ORD-00019748,SKU-00115,Store-010,Store,6,925.41,48.71,233.9,0,162.35,0.05
2024-09-18,ORD-00019749,SKU-00082,Store-019,Online,8,1120.41,97.43,233.28,0,152.23,0.08
2024-03-15,ORD-00019750,SKU-00247,Store-007,Store,8,748.24,39.38,226.96,0,98.45,0.05
2024-05-09,ORD-00019751,SKU-00184,Store-024,Store,8,621.65,32.72,223.1,0,81.8,0.05
2024-05-10,ORD-00019752,SKU-00223,Store-020,Store,8,876.55,46.13,343.48,0,115.34,0.05
2024-02-24,ORD-00019753,SKU-00185,Store-030,Store,1,176.67,9.3,22.84,0,185.97,0.05
2024-10-30,ORD-00019754,SKU-00022,Store-017,Online,6,4712.16,409.75,611.02,0,853.65,0.08
2024-09-03,ORD-00019755,SKU-00067,Store-025,Online,4,695.37,254.63,178.11,0,237.5,0.268
2024-11-11,ORD-00019756,SKU-00116,Store-010,Store,2,209.26,11.01,45.13,0,110.14,0.05
2024-07-10,ORD-00019757,SKU-00079,Store-021,Store,8,603.75,82.49,202.87,0,85.78,0.1202
2024-03-05,ORD-00019758,SKU-00228,Store-029,Online,7,570.65,49.62,157.52,0,88.61,0.08
2024-04-12,ORD-00019759,SKU-00123,Store-025,Store,8,1563.66,82.3,416.85,0,205.74,0.05
2024-05-09,ORD-00019760,SKU-00056,Store-024,Store,3,207.97,10.95,55.95,0,72.97,0.05
2024-12-10,ORD-00019761,SKU-00150,Store-014,Store,1,66.86,3.52,20.74,0,70.38,0.05
2024-03-27,ORD-00019762,SKU-00095,Store-018,Store,2,362.26,99.08,102.49,0,230.67,0.2148
2024-09-10,ORD-00019763,SKU-00032,Store-018,Store,2,143.88,7.57,34.18,0,75.72,0.05
2024-02-14,ORD-00019764,SKU-00237,Store-007,Store,3,77.81,4.1,27.13,0,27.3,0.0501
2024-12-15,ORD-00019765,SKU-00237,Store-008,Online,7,176.82,15.38,60.57,1,27.46,0.08
2024-08-24,ORD-00019766,SKU-00195,Store-020,Store,1,228.68,12.04,77.06,0,240.72,0.05
2024-06-06,ORD-00019767,SKU-00079,Store-020,Store,3,199.34,36.06,61.69,0,78.47,0.1532
2024-05-06,ORD-00019768,SKU-00209,Store-021,Store,4,468.17,73.36,163.82,0,135.38,0.1355
2024-05-09,ORD-00019769,SKU-00073,Store-019,Store,1,61.84,25.35,10.05,0,87.19,0.2907
2024-03-23,ORD-00019770,SKU-00220,Store-018,Store,7,1387.97,214.4,398.21,0,228.91,0.1338
2024-08-07,ORD-00019771,SKU-00222,Store-016,Store,3,713.3,118.57,114.72,0,277.29,0.1425
2024-11-12,ORD-00019772,SKU-00043,Store-020,Store,1,16.36,6.12,6.08,0,22.48,0.2722
2024-03-29,ORD-00019773,SKU-00079,Store-011,Store,2,178.46,9.39,61.46,0,93.93,0.05
2024-09-30,ORD-00019774,SKU-00175,Store-005,Store,1,96.95,20.8,37.64,0,117.75,0.1766
2024-07-26,ORD-00019775,SKU-00059,Store-021,Store,1,93.53,4.92,37.34,0,98.45,0.05
2024-10-10,ORD-00019776,SKU-00201,Store-011,Online,2,795.25,69.15,159.0,0,432.2,0.08
2024-10-08,ORD-00019777,SKU-00170,Store-023,Store,5,142.85,54.37,36.9,0,39.44,0.2757
2024-01-15,ORD-00019778,SKU-00057,Store-027,Online,2,69.99,24.79,12.94,0,47.39,0.2616
2024-01-08,ORD-00019779,SKU-00194,Store-012,Online,2,1102.94,95.91,211.26,0,599.43,0.08
2024-11-30,ORD-00019780,SKU-00011,Store-005,Store,6,138.47,43.15,29.28,0,30.27,0.2376
2024-02-26,ORD-00019781,SKU-00096,Store-001,Store,3,420.45,22.13,87.58,0,147.53,0.05
2024-07-29,ORD-00019782,SKU-00045,Store-018,Store,2,55.16,2.9,22.5,0,29.03,0.0499
2024-10-02,ORD-00019783,SKU-00001,Store-027,Store,8,508.0,26.74,192.86,0,66.84,0.05
2024-07-03,ORD-00019784,SKU-00186,Store-027,Store,4,2609.28,137.33,445.42,1,686.65,0.05
2024-01-03,ORD-00019785,SKU-00039,Store-027,Store,5,618.14,32.53,163.73,0,130.13,0.05
2024-01-04,ORD-00019786,SKU-00174,Store-001,Store,6,466.01,24.53,184.52,0,81.76,0.05
2024-09-02,ORD-00019787,SKU-00019,Store-002,Store,1,38.06,5.9,9.66,0,43.96,0.1342
2024-11-24,ORD-00019788,SKU-00223,Store-030,Store,2,229.13,12.06,89.32,0,120.6,0.05
2024-05-05,ORD-00019789,SKU-00245,Store-021,Online,7,669.35,58.2,175.85,0,103.94,0.08
2024-07-18,ORD-00019790,SKU-00080,Store-027,Store,2,40.43,2.13,18.76,0,21.28,0.05
2024-12-07,ORD-00019791,SKU-00122,Store-030,Store,2,107.27,52.46,37.04,0,79.86,0.3284
2024-10-29,ORD-00019792,SKU-00156,Store-022,Online,8,236.84,44.89,55.04,0,35.22,0.1593
2024-07-16,ORD-00019793,SKU-00148,Store-013,Online,2,119.84,10.42,31.11,0,65.13,0.08
2024-08-27,ORD-00019794,SKU-00007,Store-022,Online,2,70.91,16.61,19.56,0,43.76,0.1898
2024-12-17,ORD-00019795,SKU-00245,Store-019,Online,8,818.21,71.15,200.38,0,111.17,0.08
2024-10-18,ORD-00019796,SKU-00234,Store-027,Store,8,537.69,28.3,178.85,0,70.75,0.05
2024-06-01,ORD-00019797,SKU-00122,Store-026,Store,3,227.58,11.98,76.26,0,79.85,0.05
2024-09-10,ORD-00019798,SKU-00139,Store-006,Online,8,6216.26,540.54,1267.22,0,844.6,0.08
2024-04-30,ORD-00019799,SKU-00043,Store-027,Store,6,127.52,21.44,49.02,0,24.83,0.1439
2024-12-03,ORD-00019800,SKU-00188,Store-021,Store,8,7281.27,383.22,1201.49,0,958.06,0.05
2024-02-04,ORD-00019801,SKU-00129,Store-023,Online,2,166.16,14.45,53.83,0,90.3,0.08
2024-03-23,ORD-00019802,SKU-00071,Store-011,Store,4,269.51,36.23,82.95,0,76.44,0.1185
2024-05-06,ORD-00019803,SKU-00077,Store-015,Store,3,366.41,19.28,71.64,0,128.56,0.05
2024-03-14,ORD-00019804,SKU-00021,Store-027,Store,6,1343.11,70.69,259.59,0,235.63,0.05
2024-08-05,ORD-00019805,SKU-00198,Store-005,Store,6,375.06,19.74,135.88,0,65.8,0.05
2024-09-17,ORD-00019806,SKU-00016,Store-016,Store,2,24.88,4.62,7.95,0,14.75,0.1566
2024-11-21,ORD-00019807,SKU-00141,Store-030,Store,7,1434.24,75.49,448.91,0,215.68,0.05
2024-07-02,ORD-00019808,SKU-00204,Store-023,Store,1,97.22,5.12,32.87,0,102.34,0.05
2024-08-15,ORD-00019809,SKU-00014,Store-005,Online,2,77.25,6.72,29.86,0,41.98,0.08
2024-08-07,ORD-00019810,SKU-00038,Store-006,Store,5,490.24,25.8,186.55,0,103.21,0.05
2024-01-02,ORD-00019811,SKU-00191,Store-016,Store,3,290.4,15.28,123.0,0,101.89,0.05
2024-09-16,ORD-00019812,SKU-00207,Store-008,Online,1,26.83,2.33,8.49,0,29.16,0.0799
2024-01-09,ORD-00019813,SKU-00021,Store-027,Store,5,975.8,51.36,177.15,0,205.43,0.05
2024-07-19,ORD-00019814,SKU-00067,Store-026,Online,7,1642.17,142.8,433.99,0,255.0,0.08
2024-12-31,ORD-00019815,SKU-00152,Store-029,Online,7,451.93,39.3,151.0,0,70.18,0.08
2024-10-15,ORD-00019816,SKU-00136,Store-012,Store,5,644.88,33.94,156.86,0,135.76,0.05
2024-07-04,ORD-00019817,SKU-00130,Store-009,Store,4,469.42,100.3,96.53,0,142.43,0.1761
2024-04-26,ORD-00019818,SKU-00066,Store-016,Store,1,104.5,5.5,35.16,0,110.0,0.05
2024-11-02,ORD-00019819,SKU-00135,Store-004,Online,8,75.83,11.59,31.14,0,10.93,0.1326
2024-11-10,ORD-00019820,SKU-00013,Store-022,Online,6,486.07,42.27,183.85,0,88.06,0.08
2024-05-14,ORD-00019821,SKU-00219,Store-027,Store,3,1222.39,64.34,275.59,0,428.91,0.05
2024-02-09,ORD-00019822,SKU-00136,Store-006,Online,4,459.75,39.98,111.83,0,124.93,0.08
2024-08-01,ORD-00019823,SKU-00094,Store-006,Store,5,601.23,319.64,105.14,0,184.17,0.3471
2024-08-20,ORD-00019824,SKU-00092,Store-010,Store,4,293.95,38.91,124.59,0,83.22,0.1169
2024-12-07,ORD-00019825,SKU-00093,Store-025,Store,3,97.62,5.14,20.85,0,34.25,0.05
2024-11-21,ORD-00019826,SKU-00109,Store-010,Store,5,2853.13,150.16,610.47,0,600.66,0.05
2024-03-24,ORD-00019827,SKU-00049,Store-022,Store,2,192.91,10.15,66.04,0,101.53,0.05
2024-04-02,ORD-00019828,SKU-00151,Store-028,Store,7,1009.76,53.15,206.69,0,151.84,0.05
2024-12-30,ORD-00019829,SKU-00046,Store-014,Store,8,347.02,163.42,123.29,0,63.8,0.3202
2024-04-29,ORD-00019830,SKU-00079,Store-005,Store,2,139.24,22.83,43.93,0,81.04,0.1409
2024-06-16,ORD-00019831,SKU-00218,Store-028,Online,1,54.13,4.71,16.51,0,58.84,0.08
2024-04-21,ORD-00019832,SKU-00141,Store-012,Online,1,178.43,36.21,54.5,0,214.64,0.1687
2024-05-23,ORD-00019833,SKU-00226,Store-018,Store,4,299.05,15.74,70.92,0,78.7,0.05
2024-07-25,ORD-00019834,SKU-00165,Store-029,Store,2,1094.77,517.0,170.8,0,805.88,0.3208
2024-04-17,ORD-00019835,SKU-00196,Store-027,Online,5,290.82,25.29,103.97,0,63.22,0.08
2024-05-31,ORD-00019836,SKU-00023,Store-026,Store,3,400.23,21.06,133.6,0,140.43,0.05
2024-05-09,ORD-00019837,SKU-00127,Store-011,Store,8,521.86,27.47,173.84,0,68.67,0.05
2024-02-09,ORD-00019838,SKU-00088,Store-021,Store,7,745.18,39.22,226.77,0,112.06,0.05
2024-10-14,ORD-00019839,SKU-00005,Store-011,Online,4,534.34,46.46,94.58,0,145.2,0.08
2024-11-22,ORD-00019840,SKU-00023,Store-017,Store,5,638.15,33.59,219.91,0,134.35,0.05
2024-06-29,ORD-00019841,SKU-00048,Store-011,Store,5,955.3,330.11,292.05,0,257.08,0.2568
2024-03-15,ORD-00019842,SKU-00002,Store-026,Online,1,51.41,4.47,17.45,0,55.88,0.08
2024-08-23,ORD-00019843,SKU-00110,Store-023,Store,5,130.31,6.86,49.71,0,27.43,0.05
2024-07-14,ORD-00019844,SKU-00013,Store-029,Online,7,554.34,48.2,194.92,0,86.08,0.08
2024-07-20,ORD-00019845,SKU-00207,Store-008,Store,1,24.8,8.88,7.95,0,33.68,0.2637
2024-08-05,ORD-00019846,SKU-00149,Store-028,Online,1,41.77,3.63,14.08,0,45.4,0.08
2024-09-19,ORD-00019847,SKU-00241,Store-008,Online,2,61.87,18.46,15.96,0,40.16,0.2298
2024-01-15,ORD-00019848,SKU-00022,Store-020,Store,2,1752.02,92.21,232.94,0,922.12,0.05
2024-02-06,ORD-00019849,SKU-00020,Store-006,Online,4,1550.6,499.36,203.56,0,512.49,0.2436
2024-02-05,ORD-00019850,SKU-00218,Store-022,Store,8,337.11,157.74,101.12,0,61.86,0.3188
2024-02-26,ORD-00019851,SKU-00099,Store-024,Store,5,1022.12,142.73,289.66,0,232.97,0.1225
2024-12-21,ORD-00019852,SKU-00190,Store-024,Store,3,268.34,43.41,80.32,0,103.92,0.1392
2024-09-24,ORD-00019853,SKU-00048,Store-009,Online,6,1421.72,123.63,465.97,0,257.56,0.08
