Order ID,Order Date,Segment,Region,Category,Sub Category,Ship Mode,Customer Name,Sales,Quantity,Discount,Profit
CA-103966,2024-04-28,Home Office,South,Office Supplies,Binders,First Class,Customer 258,904.36,6,0.2,81.39
CA-103967,2024-07-16,Home Office,Central,Technology,Accessories,Standard Class,Customer 252,650.8,3,0.1,78.1
CA-103968,2024-11-14,Home Office,West,Furniture,Bookcases,Same Day,Customer 194,1022.64,2,0.1,122.72
CA-103969,2024-10-16,Home Office,West,Technology,Phones,Second Class,Customer 150,61.91,4,0.1,7.43
CA-103970,2024-08-23,Corporate,South,Furniture,Tables,Same Day,Customer 285,219.61,2,0.2,19.77
CA-103971,2024-01-07,Corporate,South,Technology,Accessories,Standard Class,Customer 441,245.61,6,0.2,22.11
CA-103972,2024-02-14,Consumer,South,Office Supplies,Binders,Standard Class,Customer 95,124.43,7,0.2,11.2
CA-103973,2024-04-21,Home Office,South,Office Supplies,Storage,First Class,Customer 306,253.56,9,0.1,30.43
CA-103974,2024-01-12,Corporate,Central,Office Supplies,Binders,Second Class,Customer 290,207.3,7,0.0,31.1
CA-103975,2024-11-01,Home Office,East,Office Supplies,Binders,Same Day,Customer 204,1931.18,5,0.2,173.81
CA-103976,2024-03-06,Corporate,East,Furniture,Furnishings,Second Class,Customer 29,1467.31,5,0.2,132.06
CA-103977,2024-12-18,Corporate,Central,Technology,Copiers,First Class,Customer 326,310.19,1,0.2,27.92
CA-103978,2024-02-21,Home Office,Central,Office Supplies,Paper,Same Day,Customer 417,1176.97,8,0.2,105.93
CA-103979,2024-12-25,Consumer,South,Office Supplies,Storage,Standard Class,Customer 83,297.87,8,0.0,44.68
CA-103980,2024-05-27,Corporate,South,Office Supplies,Paper,Same Day,Customer 114,1808.3,7,0.3,108.5
CA-103981,2024-02-14,Corporate,South,Office Supplies,Storage,Second Class,Customer 294,1574.18,3,0.2,141.68
CA-103982,2024-11-05,Corporate,West,Technology,Machines,Second Class,Customer 34,1045.65,8,0.3,62.74
CA-103983,2024-07-31,Consumer,West,Office Supplies,Storage,Second Class,Customer 116,974.08,6,0.0,146.11
CA-103984,2024-02-19,Home Office,Central,Furniture,Tables,Same Day,Customer 79,1080.67,5,0.2,97.26
CA-103985,2024-07-19,Home Office,South,Office Supplies,Art,Standard Class,Customer 46,115.88,5,0.0,17.38
CA-103986,2024-07-21,Consumer,Central,Furniture,Tables,Second Class,Customer 495,589.14,8,0.2,53.02
CA-103987,2024-11-12,Home Office,East,Furniture,Bookcases,Same Day,Customer 235,1714.15,3,0.0,257.12
CA-103988,2024-01-13,Home Office,East,Office Supplies,Art,Standard Class,Customer 43,1997.83,3,0.2,179.8
CA-103989,2024-04-15,Home Office,South,Office Supplies,Binders,Second Class,Customer 43,1074.75,8,0.1,128.97
CA-103990,2024-02-29,Home Office,East,Office Supplies,Storage,Standard Class,Customer 62,684.46,3,0.1,82.14
CA-103991,2024-03-03,Home Office,East,Furniture,Furnishings,Standard Class,Customer 475,636.99,9,0.2,57.33
CA-103992,2024-09-29,Home Office,West,Technology,Phones,First Class,Customer 234,1074.11,3,0.0,161.12
CA-103993,2024-11-19,Home Office,South,Office Supplies,Art,Same Day,Customer 163,675.88,3,0.0,101.38
CA-103994,2024-09-07,Consumer,Central,Furniture,Tables,Second Class,Customer 188,624.68,5,0.1,74.96
CA-103995,2024-07-13,Consumer,South,Office Supplies,Paper,Second Class,Customer 170,1127.64,5,0.0,169.15
CA-103996,2024-09-26,Corporate,Central,Furniture,Bookcases,Second Class,Customer 410,513.39,6,0.1,61.61
CA-103997,2024-02-11,Consumer,East,Furniture,Bookcases,First Class,Customer 159,1915.71,3,0.1,229.88
CA-103998,2024-08-19,Corporate,Central,Office Supplies,Art,Second Class,Customer 408,39.8,6,0.0,5.97
CA-103999,2024-08-03,Corporate,South,Technology,Copiers,First Class,Customer 219,709.81,5,0.0,106.47
CA-104000,2024-10-24,Corporate,West,Office Supplies,Art,Standard Class,Customer 187,89.13,6,0.2,8.02
CA-104001,2024-02-22,Consumer,South,Furniture,Chairs,Second Class,Customer 362,523.5,9,0.2,47.12
CA-104002,2024-11-06,Home Office,Central,Office Supplies,Binders,Second Class,Customer 325,1648.53,7,0.3,98.91
CA-104003,2024-09-27,Consumer,West,Office Supplies,Art,Second Class,Customer 468,707.63,7,0.2,63.69
CA-104004,2024-04-13,Consumer,South,Technology,Accessories,Same Day,Customer 348,1005.22,6,0.1,120.63
CA-104005,2024-04-08,Consumer,Central,Technology,Phones,Second Class,Customer 256,1193.6,7,0.3,71.62
CA-104006,2024-08-09,Corporate,Central,Office Supplies,Art,Standard Class,Customer 244,1705.52,3,0.0,255.83
CA-104007,2024-05-29,Corporate,Central,Furniture,Tables,First Class,Customer 499,1068.53,2,0.0,160.28
CA-104008,2024-07-29,Home Office,South,Furniture,Bookcases,Standard Class,Customer 56,1952.65,1,0.0,292.9
CA-104009,2024-12-02,Home Office,East,Furniture,Tables,First Class,Customer 354,38.88,6,0.3,2.33
CA-104010,2024-12-23,Corporate,Central,Furniture,Bookcases,Same Day,Customer 320,1708.51,4,0.0,256.28
CA-104011,2024-09-17,Home Office,West,Furniture,Furnishings,Standard Class,Customer 174,1208.3,9,0.0,181.25
CA-104012,2024-03-14,Home Office,South,Technology,Copiers,Same Day,Customer 460,828.96,9,0.1,99.47
CA-104013,2024-07-07,Corporate,Central,Furniture,Tables,First Class,Customer 346,1705.48,5,0.2,153.49
CA-104014,2024-07-29,Corporate,South,Office Supplies,Paper,Same Day,Customer 457,856.92,4,0.0,128.54
CA-104015,2024-06-07,Corporate,East,Office Supplies,Art,Second Class,Customer 133,1955.31,2,0.0,293.3
CA-104016,2024-10-02,Consumer,East,Furniture,Bookcases,First Class,Customer 246,1999.78,8,0.1,239.97
CA-104017,2024-12-16,Consumer,Central,Office Supplies,Art,Second Class,Customer 232,600.91,1,0.1,72.11
CA-104018,2024-07-24,Corporate,West,Office Supplies,Binders,Same Day,Customer 207,46.72,9,0.0,7.01
CA-104019,2024-11-26,Home Office,West,Technology,Copiers,First Class,Customer 437,658.61,5,0.1,79.03
CA-104020,2024-08-03,Home Office,West,Office Supplies,Art,Same Day,Customer 46,599.11,8,0.2,53.92
CA-104021,2024-02-17,Home Office,Central,Furniture,Chairs,Second Class,Customer 89,1260.85,5,0.3,75.65
CA-104022,2024-04-08,Corporate,West,Office Supplies,Storage,Same Day,Customer 136,543.2,6,0.1,65.18
CA-104023,2024-05-25,Consumer,West,Furniture,Chairs,Same Day,Customer 26,1523.78,3,0.0,228.57
CA-104024,2024-09-25,Consumer,East,Furniture,Bookcases,First Class,Customer 499,116.7,5,0.0,17.5
CA-104025,2024-04-01,Home Office,South,Furniture,Chairs,Second Class,Customer 339,1725.34,7,0.2,155.28
CA-104026,2024-02-16,Consumer,South,Technology,Copiers,First Class,Customer 404,1476.26,3,0.2,132.86
CA-104027,2024-07-06,Home Office,West,Technology,Machines,First Class,Customer 183,366.83,1,0.0,55.02
CA-104028,2024-12-11,Home Office,West,Office Supplies,Paper,Standard Class,Customer 404,115.6,5,0.2,10.4
CA-104029,2024-06-28,Corporate,Central,Furniture,Bookcases,Second Class,Customer 356,834.35,4,0.3,50.06
CA-104030,2024-09-25,Consumer,East,Furniture,Chairs,First Class,Customer 52,1177.62,1,0.0,176.64
CA-104031,2024-08-09,Home Office,East,Technology,Accessories,Standard Class,Customer 459,1576.77,4,0.2,141.91
CA-104032,2024-10-09,Consumer,East,Technology,Copiers,First Class,Customer 422,1923.22,9,0.1,230.79
CA-104033,2024-12-19,Consumer,Central,Office Supplies,Paper,First Class,Customer 256,849.36,4,0.3,50.96
CA-104034,2024-06-26,Consumer,South,Technology,Copiers,Standard Class,Customer 95,895.56,3,0.1,107.47
CA-104035,2024-01-03,Corporate,Central,Technology,Accessories,Second Class,Customer 239,1567.27,7,0.3,94.04
CA-104036,2024-08-04,Corporate,South,Furniture,Tables,Second Class,Customer 408,307.09,8,0.3,18.43
CA-104037,2024-04-15,Home Office,Central,Technology,Copiers,Second Class,Customer 482,1784.88,7,0.2,160.64
CA-104038,2024-06-03,Home Office,South,Technology,Machines,Second Class,Customer 394,573.98,2,0.1,68.88
CA-104039,2024-06-05,Corporate,West,Technology,Machines,Standard Class,Customer 394,1231.98,3,0.1,147.84
CA-104040,2024-05-21,Home Office,East,Office Supplies,Art,Same Day,Customer 476,404.33,6,0.0,60.65
CA-104041,2024-01-18,Home Office,South,Furniture,Furnishings,Same Day,Customer 28,516.66,1,0.3,31.0
CA-104042,2024-06-09,Corporate,West,Furniture,Furnishings,Standard Class,Customer 473,512.13,4,0.0,76.82
CA-104043,2024-01-08,Home Office,West,Furniture,Chairs,Standard Class,Customer 351,527.99,5,0.1,63.36
CA-104044,2024-12-08,Home Office,West,Office Supplies,Art,Same Day,Customer 136,295.74,8,0.2,26.62
CA-104045,2024-02-18,Corporate,East,Office Supplies,Storage,Standard Class,Customer 302,310.88,4,0.2,27.98
CA-104046,2024-10-11,Consumer,South,Technology,Machines,First Class,Customer 112,889.87,6,0.0,133.48
CA-104047,2024-07-31,Corporate,East,Furniture,Furnishings,Second Class,Customer 304,1144.47,9,0.2,103.0
CA-104048,2024-06-15,Corporate,Central,Office Supplies,Storage,Same Day,Customer 476,216.86,1,0.3,13.01
CA-104049,2024-07-07,Home Office,South,Furniture,Chairs,First Class,Customer 457,1060.32,7,0.0,159.05
CA-104050,2024-07-16,Home Office,Central,Technology,Accessories,Second Class,Customer 56,809.35,3,0.1,97.12
CA-104051,2024-07-16,Consumer,Central,Office Supplies,Storage,Second Class,Customer 325,643.38,6,0.3,38.6
CA-104052,2024-08-29,Home Office,West,Office Supplies,Storage,Same Day,Customer 178,835.98,7,0.3,50.16
CA-104053,2024-01-12,Home Office,Central,Office Supplies,Paper,Standard Class,Customer 252,1294.87,6,0.0,194.23
CA-104054,2024-11-06,Consumer,West,Technology,Copiers,First Class,Customer 340,1163.89,1,0.3,69.83
CA-104055,2024-12-26,Consumer,West,Office Supplies,Binders,First Class,Customer 235,63.16,8,0.2,5.68
CA-104056,2024-08-25,Home Office,Central,Furniture,Bookcases,First Class,Customer 337,833.16,9,0.3,49.99
CA-104057,2024-04-02,Home Office,East,Office Supplies,Storage,Standard Class,Customer 421,1748.01,6,0.1,209.76
CA-104058,2024-10-10,Corporate,Central,Office Supplies,Binders,First Class,Customer 395,1193.32,9,0.3,71.6
CA-104059,2024-01-06,Home Office,West,Office Supplies,Storage,Same Day,Customer 420,544.27,9,0.2,48.98
CA-104060,2024-03-22,Home Office,West,Office Supplies,Binders,First Class,Customer 133,153.28,3,0.3,9.2
CA-104061,2024-05-11,Corporate,East,Technology,Copiers,First Class,Customer 440,1594.47,3,0.0,239.17
CA-104062,2024-08-09,Corporate,Central,Furniture,Furnishings,First Class,Customer 118,825.04,3,0.1,99.0
CA-104063,2024-05-24,Home Office,Central,Technology,Machines,Standard Class,Customer 495,866.99,6,0.3,52.02
CA-104064,2024-12-26,Home Office,West,Office Supplies,Art,Second Class,Customer 343,559.86,9,0.0,83.98
CA-104065,2024-07-04,Consumer,East,Technology,Copiers,First Class,Customer 279,313.56,1,0.0,47.03
CA-104066,2024-02-02,Corporate,Central,Office Supplies,Art,First Class,Customer 453,1506.71,7,0.0,226.01
CA-104067,2024-11-09,Corporate,East,Office Supplies,Paper,First Class,Customer 120,905.28,7,0.0,135.79
CA-104068,2024-12-08,Corporate,East,Furniture,Chairs,Second Class,Customer 411,1007.5,8,0.1,120.9
CA-104069,2024-05-14,Corporate,South,Technology,Phones,First Class,Customer 26,1360.69,9,0.0,204.1
CA-104070,2024-10-29,Corporate,South,Office Supplies,Storage,Second Class,Customer 178,1949.63,4,0.0,292.44
CA-104071,2024-03-07,Home Office,South,Technology,Machines,Second Class,Customer 431,1705.36,6,0.3,102.32
CA-104072,2024-11-30,Home Office,Central,Office Supplies,Art,Second Class,Customer 281,833.16,9,0.2,74.98
CA-104073,2024-01-13,Corporate,West,Technology,Copiers,First Class,Customer 343,1353.53,2,0.2,121.82
CA-104074,2024-01-23,Home Office,West,Technology,Accessories,Second Class,Customer 155,463.62,8,0.1,55.63
CA-104075,2024-11-21,Consumer,Central,Office Supplies,Storage,Second Class,Customer 117,1327.58,8,0.3,79.66
CA-104076,2024-05-30,Consumer,Central,Furniture,Tables,Standard Class,Customer 189,1586.13,7,0.2,142.75
CA-104077,2024-10-19,Corporate,South,Office Supplies,Paper,Same Day,Customer 134,1449.18,1,0.3,86.95
CA-104078,2024-11-07,Consumer,South,Technology,Phones,First Class,Customer 314,1337.46,2,0.1,160.49
CA-104079,2024-09-05,Consumer,West,Technology,Accessories,Second Class,Customer 80,346.31,9,0.0,51.95
CA-104080,2024-05-12,Home Office,East,Technology,Machines,Standard Class,Customer 430,793.1,8,0.2,71.38
CA-104081,2024-11-03,Corporate,West,Technology,Accessories,Second Class,Customer 76,260.38,2,0.3,15.62
CA-104082,2024-11-28,Corporate,East,Office Supplies,Binders,Same Day,Customer 286,1024.11,5,0.0,153.62
CA-104083,2024-08-03,Consumer,East,Office Supplies,Binders,First Class,Customer 277,892.47,7,0.3,53.55
CA-104084,2024-08-02,Home Office,East,Office Supplies,Binders,Standard Class,Customer 125,1664.67,5,0.2,149.82
CA-104085,2024-09-30,Corporate,West,Technology,Phones,Second Class,Customer 62,830.36,9,0.0,124.55
CA-104086,2024-08-19,Home Office,West,Technology,Copiers,Standard Class,Customer 81,1591.69,4,0.0,238.75
CA-104087,2024-05-07,Consumer,Central,Furniture,Furnishings,First Class,Customer 246,206.2,4,0.0,30.93
CA-104088,2024-05-08,Corporate,West,Office Supplies,Binders,Same Day,Customer 492,1389.74,3,0.1,166.77
CA-104089,2024-09-16,Home Office,West,Furniture,Bookcases,Standard Class,Customer 232,688.5,8,0.1,82.62
CA-104090,2024-11-08,Corporate,Central,Technology,Machines,Second Class,Customer 479,783.25,7,0.1,93.99
CA-104091,2024-10-25,Consumer,Central,Furniture,Bookcases,Standard Class,Customer 186,1436.85,2,0.2,129.32
CA-104092,2024-12-14,Home Office,West,Office Supplies,Art,First Class,Customer 117,166.49,3,0.0,24.97
CA-104093,2024-05-20,Corporate,East,Office Supplies,Paper,First Class,Customer 471,869.99,9,0.1,104.4
CA-104094,2024-01-08,Home Office,Central,Technology,Phones,First Class,Customer 380,1484.84,2,0.0,222.73
CA-104095,2024-11-07,Consumer,East,Office Supplies,Paper,First Class,Customer 19,1881.77,7,0.2,169.36
CA-104096,2024-06-05,Consumer,Central,Technology,Phones,First Class,Customer 383,684.18,7,0.0,102.63
CA-104097,2024-09-21,Home Office,South,Technology,Copiers,Second Class,Customer 258,1725.14,2,0.1,207.02
CA-104098,2024-12-15,Consumer,Central,Office Supplies,Storage,Second Class,Customer 141,661.36,5,0.2,59.52
CA-104099,2024-10-06,Home Office,West,Technology,Accessories,Second Class,Customer 301,1588.55,1,0.2,142.97
CA-104100,2024-01-21,Home Office,South,Office Supplies,Art,Standard Class,Customer 301,1223.54,3,0.0,183.53
CA-104101,2024-04-24,Consumer,East,Technology,Machines,First Class,Customer 427,1848.92,5,0.3,110.94
CA-104102,2024-10-11,Consumer,West,Furniture,Tables,First Class,Customer 102,1660.46,5,0.0,249.07
CA-104103,2024-12-18,Home Office,West,Office Supplies,Binders,Same Day,Customer 230,226.96,5,0.2,20.43
CA-104104,2024-07-31,Home Office,East,Technology,Copiers,Standard Class,Customer 196,1344.62,8,0.3,80.68
CA-104105,2024-05-15,Home Office,East,Technology,Phones,Second Class,Customer 114,460.44,4,0.1,55.25
CA-104106,2024-02-21,Corporate,West,Office Supplies,Paper,Standard Class,Customer 239,1290.94,4,0.2,116.18
CA-104107,2024-11-19,Corporate,South,Office Supplies,Paper,Standard Class,Customer 10,574.81,3,0.3,34.49
CA-104108,2024-07-16,Corporate,West,Technology,Copiers,Same Day,Customer 338,504.23,1,0.1,60.51
CA-104109,2024-12-31,Consumer,East,Furniture,Tables,Second Class,Customer 406,1409.17,4,0.1,169.1
CA-104110,2024-09-12,Corporate,East,Technology,Accessories,First Class,Customer 450,1377.81,9,0.2,124.0
CA-104111,2024-08-20,Consumer,West,Technology,Phones,Second Class,Customer 164,1462.71,1,0.3,87.76
CA-104112,2024-06-12,Corporate,South,Technology,Machines,Standard Class,Customer 260,444.95,4,0.3,26.7
CA-104113,2024-02-15,Corporate,East,Furniture,Chairs,Standard Class,Customer 326,1681.6,2,0.2,151.34
CA-104114,2024-11-21,Home Office,East,Furniture,Chairs,Second Class,Customer 337,74.09,6,0.0,11.11
CA-104115,2024-02-04,Home Office,South,Office Supplies,Storage,Second Class,Customer 10,1422.58,5,0.1,170.71
CA-104116,2024-04-04,Consumer,East,Furniture,Furnishings,Second Class,Customer 96,1904.4,7,0.2,171.4
CA-104117,2024-12-03,Corporate,Central,Technology,Accessories,Standard Class,Customer 498,1319.57,2,0.0,197.94
CA-104118,2024-04-14,Corporate,West,Furniture,Chairs,Same Day,Customer 118,1109.21,5,0.0,166.38
CA-104119,2024-04-16,Consumer,West,Office Supplies,Paper,Same Day,Customer 272,101.33,4,0.2,9.12
CA-104120,2024-02-26,Consumer,West,Office Supplies,Storage,First Class,Customer 137,1738.87,7,0.3,104.33
CA-104121,2024-01-19,Consumer,South,Office Supplies,Binders,Second Class,Customer 489,542.41,8,0.0,81.36
CA-104122,2024-12-28,Corporate,Central,Furniture,Tables,Same Day,Customer 167,81.67,8,0.3,4.9
CA-104123,2024-06-29,Corporate,East,Furniture,Furnishings,Standard Class,Customer 266,1088.57,6,0.3,65.31
CA-104124,2024-02-04,Corporate,East,Office Supplies,Art,Same Day,Customer 47,217.72,2,0.2,19.59
CA-104125,2024-02-04,Consumer,Central,Furniture,Bookcases,Same Day,Customer 2,633.98,7,0.2,57.06
CA-104126,2024-04-01,Consumer,East,Office Supplies,Art,Same Day,Customer 33,1437.45,3,0.1,172.49
CA-104127,2024-02-22,Corporate,East,Furniture,Chairs,Same Day,Customer 12,1558.98,8,0.2,140.31
CA-104128,2024-12-13,Home Office,East,Furniture,Bookcases,Same Day,Customer 329,1457.93,6,0.2,131.21
CA-104129,2024-02-01,Corporate,East,Furniture,Furnishings,Same Day,Customer 96,1957.68,5,0.0,293.65
CA-104130,2024-04-05,Corporate,West,Office Supplies,Storage,Same Day,Customer 382,530.57,7,0.1,63.67
CA-104131,2024-05-10,Consumer,West,Technology,Machines,Second Class,Customer 364,596.67,2,0.1,71.6
CA-104132,2024-01-17,Consumer,West,Office Supplies,Storage,Second Class,Customer 84,1324.62,7,0.3,79.48
CA-104133,2024-04-18,Home Office,West,Technology,Phones,Second Class,Customer 168,1305.19,8,0.1,156.62
CA-104134,2024-05-10,Home Office,East,Office Supplies,Storage,Standard Class,Customer 363,1173.72,9,0.0,176.06
CA-104135,2024-10-21,Home Office,South,Furniture,Furnishings,Same Day,Customer 33,622.34,5,0.2,56.01
CA-104136,2024-12-19,Consumer,West,Furniture,Furnishings,Same Day,Customer 66,849.53,4,0.2,76.46
CA-104137,2024-10-04,Home Office,Central,Technology,Machines,Standard Class,Customer 362,34.53,2,0.1,4.14
CA-104138,2024-09-29,Consumer,West,Technology,Copiers,First Class,Customer 314,307.4,3,0.1,36.89
CA-104139,2024-01-06,Home Office,East,Furniture,Furnishings,Same Day,Customer 241,574.64,4,0.3,34.48
CA-104140,2024-01-23,Home Office,West,Technology,Phones,Second Class,Customer 149,122.85,4,0.0,18.43
CA-104141,2024-01-07,Corporate,East,Furniture,Tables,Second Class,Customer 478,358.22,2,0.1,42.99
CA-104142,2024-03-13,Home Office,East,Office Supplies,Paper,Standard Class,Customer 90,520.65,9,0.1,62.48
CA-104143,2024-02-16,Home Office,Central,Office Supplies,Art,First Class,Customer 79,1761.55,3,0.3,105.69
CA-104144,2024-01-31,Corporate,East,Office Supplies,Paper,First Class,Customer 409,955.69,7,0.2,86.01
CA-104145,2024-06-17,Corporate,West,Technology,Accessories,Second Class,Customer 472,1323.44,9,0.2,119.11
CA-104146,2024-06-12,Consumer,South,Office Supplies,Paper,Second Class,Customer 320,1046.19,1,0.3,62.77
CA-104147,2024-10-28,Home Office,East,Office Supplies,Storage,Standard Class,Customer 148,573.99,2,0.0,86.1
CA-104148,2024-07-30,Home Office,Central,Furniture,Tables,First Class,Customer 76,66.29,6,0.1,7.95
CA-104149,2024-12-26,Consumer,East,Technology,Phones,First Class,Customer 104,1563.65,5,0.0,234.55
CA-104150,2024-11-29,Home Office,Central,Office Supplies,Art,Standard Class,Customer 382,1120.23,4,0.1,134.43
CA-104151,2024-10-16,Consumer,Central,Office Supplies,Paper,Standard Class,Customer 220,763.11,4,0.2,68.68
CA-104152,2024-11-26,Corporate,Central,Office Supplies,Storage,Standard Class,Customer 291,201.64,5,0.1,24.2
CA-104153,2024-09-17,Consumer,East,Technology,Machines,Second Class,Customer 259,1876.73,4,0.0,281.51
CA-104154,2024-03-27,Home Office,West,Technology,Machines,Standard Class,Customer 322,1315.19,1,0.2,118.37
CA-104155,2024-11-24,Corporate,West,Office Supplies,Art,Second Class,Customer 378,1201.05,9,0.0,180.16
CA-104156,2024-08-19,Corporate,West,Technology,Accessories,Same Day,Customer 197,1792.94,8,0.3,107.58
CA-104157,2024-09-21,Home Office,Central,Technology,Accessories,Second Class,Customer 210,390.46,8,0.1,46.86
CA-104158,2024-02-17,Corporate,West,Furniture,Tables,Standard Class,Customer 128,868.73,9,0.1,104.25
CA-104159,2024-11-22,Corporate,South,Technology,Phones,First Class,Customer 284,1249.03,2,0.3,74.94
CA-104160,2024-07-06,Home Office,East,Furniture,Chairs,First Class,Customer 25,1702.76,3,0.1,204.33
CA-104161,2024-09-02,Corporate,Central,Furniture,Furnishings,First Class,Customer 486,1832.19,5,0.2,164.9
CA-104162,2024-08-24,Consumer,South,Technology,Copiers,Second Class,Customer 287,1707.27,6,0.0,256.09
CA-104163,2024-10-20,Consumer,East,Technology,Machines,Same Day,Customer 414,1969.95,3,0.1,236.39
CA-104164,2024-06-19,Consumer,East,Office Supplies,Art,First Class,Customer 388,476.47,7,0.3,28.59
CA-104165,2024-08-26,Home Office,West,Technology,Copiers,Standard Class,Customer 410,1679.04,4,0.2,151.11
CA-104166,2024-04-22,Home Office,East,Technology,Phones,Standard Class,Customer 377,1374.24,7,0.1,164.91
CA-104167,2024-01-14,Consumer,Central,Furniture,Tables,Second Class,Customer 484,1535.32,2,0.2,138.18
CA-104168,2024-06-26,Corporate,East,Office Supplies,Storage,Same Day,Customer 141,1546.77,7,0.0,232.02
CA-104169,2024-01-27,Consumer,East,Technology,Accessories,Second Class,Customer 142,1498.13,6,0.1,179.78
CA-104170,2024-02-14,Corporate,South,Technology,Accessories,Second Class,Customer 279,1270.12,9,0.2,114.31
CA-104171,2024-05-02,Home Office,West,Technology,Phones,Second Class,Customer 488,1204.3,4,0.1,144.52
CA-104172,2024-12-08,Consumer,West,Furniture,Chairs,First Class,Customer 416,1904.58,1,0.1,228.55
CA-104173,2024-06-19,Home Office,East,Furniture,Furnishings,Same Day,Customer 34,470.67,1,0.0,70.6
CA-104174,2024-08-25,Home Office,Central,Technology,Copiers,First Class,Customer 371,1199.78,2,0.3,71.99
CA-104175,2024-02-06,Home Office,West,Office Supplies,Binders,Second Class,Customer 115,1732.37,7,0.0,259.85
CA-104176,2024-09-14,Home Office,South,Technology,Machines,Standard Class,Customer 311,665.08,5,0.0,99.76
CA-104177,2024-08-22,Home Office,West,Office Supplies,Storage,Second Class,Customer 221,1026.0,1,0.0,153.9
CA-104178,2024-04-08,Consumer,West,Technology,Machines,Same Day,Customer 22,807.5,2,0.1,96.9
CA-104179,2024-02-25,Corporate,South,Technology,Copiers,Second Class,Customer 200,481.53,1,0.0,72.23
CA-104180,2024-02-13,Home Office,South,Office Supplies,Storage,Standard Class,Customer 337,1683.17,9,0.2,151.48
CA-104181,2024-01-16,Home Office,West,Technology,Accessories,Second Class,Customer 41,1400.04,7,0.3,84.0
CA-104182,2024-09-29,Consumer,West,Furniture,Bookcases,Same Day,Customer 436,81.55,5,0.2,7.34
CA-104183,2024-07-30,Consumer,Central,Furniture,Furnishings,Same Day,Customer 56,1654.19,2,0.2,148.88
CA-104184,2024-09-30,Consumer,Central,Office Supplies,Paper,Second Class,Customer 252,717.25,4,0.0,107.59
CA-104185,2024-06-17,Corporate,Central,Office Supplies,Paper,First Class,Customer 56,1418.69,5,0.3,85.12
CA-104186,2024-08-13,Corporate,West,Office Supplies,Paper,Standard Class,Customer 95,1881.43,8,0.0,282.22
CA-104187,2024-12-04,Home Office,West,Technology,Phones,Second Class,Customer 451,1328.43,4,0.3,79.71
CA-104188,2024-12-10,Home Office,South,Office Supplies,Storage,Second Class,Customer 311,670.69,5,0.2,60.36
CA-104189,2024-05-16,Corporate,West,Technology,Machines,First Class,Customer 158,1823.77,3,0.1,218.85
CA-104190,2024-08-16,Consumer,East,Furniture,Chairs,Same Day,Customer 16,323.01,5,0.0,48.45
CA-104191,2024-11-17,Corporate,South,Technology,Machines,First Class,Customer 157,1531.6,9,0.0,229.74
CA-104192,2024-12-16,Corporate,West,Technology,Phones,Second Class,Customer 456,1470.2,8,0.0,220.53
CA-104193,2024-03-23,Consumer,West,Furniture,Bookcases,First Class,Customer 392,1346.62,4,0.2,121.2
CA-104194,2024-03-28,Corporate,East,Furniture,Chairs,First Class,Customer 91,230.74,9,0.3,13.84
CA-104195,2024-07-24,Consumer,East,Technology,Accessories,Same Day,Customer 447,509.88,9,0.0,76.48
CA-104196,2024-11-23,Home Office,East,Technology,Copiers,Same Day,Customer 161,1513.41,5,0.0,227.01
CA-104197,2024-04-01,Home Office,West,Furniture,Chairs,Standard Class,Customer 24,722.99,7,0.3,43.38
CA-104198,2024-12-06,Home Office,East,Technology,Accessories,Same Day,Customer 352,1596.5,1,0.0,239.47
CA-104199,2024-01-31,Corporate,East,Furniture,Tables,Second Class,Customer 166,991.3,3,0.0,148.69
CA-104200,2024-10-27,Consumer,Central,Office Supplies,Paper,First Class,Customer 379,1850.89,1,0.0,277.63
CA-104201,2024-08-30,Corporate,South,Furniture,Bookcases,Standard Class,Customer 6,1730.62,4,0.2,155.76
CA-104202,2024-12-07,Consumer,South,Office Supplies,Paper,Second Class,Customer 174,496.69,4,0.2,44.7
CA-104203,2024-06-06,Home Office,West,Office Supplies,Storage,First Class,Customer 166,1568.02,7,0.2,141.12
CA-104204,2024-09-13,Consumer,East,Furniture,Chairs,Standard Class,Customer 215,1461.24,7,0.3,87.67
CA-104205,2024-03-12,Corporate,East,Furniture,Bookcases,First Class,Customer 499,1777.21,2,0.1,213.26
CA-104206,2024-10-01,Consumer,Central,Office Supplies,Art,First Class,Customer 53,1877.81,8,0.2,169.0
CA-104207,2024-11-02,Consumer,West,Furniture,Chairs,Second Class,Customer 126,1820.17,9,0.0,273.02
CA-104208,2024-11-29,Corporate,South,Furniture,Furnishings,Standard Class,Customer 65,445.36,3,0.3,26.72
CA-104209,2024-11-28,Consumer,West,Furniture,Tables,Second Class,Customer 121,1656.29,9,0.0,248.44
CA-104210,2024-10-16,Corporate,Central,Furniture,Chairs,Standard Class,Customer 42,1349.62,4,0.0,202.44
CA-104211,2024-10-12,Home Office,West,Furniture,Bookcases,Standard Class,Customer 430,1401.91,6,0.0,210.29
CA-104212,2024-04-25,Consumer,South,Office Supplies,Binders,First Class,Customer 94,740.76,8,0.3,44.45
CA-104213,2024-04-01,Home Office,East,Technology,Phones,First Class,Customer 310,1601.64,5,0.2,144.15
CA-104214,2024-07-15,Corporate,South,Office Supplies,Paper,Same Day,Customer 432,1591.31,7,0.3,95.48
CA-104215,2024-12-08,Consumer,West,Furniture,Chairs,Standard Class,Customer 368,422.84,2,0.3,25.37
